"trailName","dist.","elevation","routeType","ratingCount","keywords","difficulty","avgRating"
"Hazard Peak Trail",11.2,1811,"Loop",63,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"PCT: CA Section A - Campo to Warner Springs",104,16217,"Point to Point",58,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|dogfriendly|backpacking|birding|camping|hiking|horsebackriding|naturetrips|trailrunning|forest|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Duchess Mine Trail",4.1,1115,"Loop",79,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|hiking|mountainbiking|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Amir's Garden Trail",1.1,275,"Loop",93,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Kelso Dunes Trail",2.7,423,"Out & Back",63,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Emerald Lake Trail",1.7,393,"Out & Back",53,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|hiking|naturetrips|trailrunning|forest|lake|views|wildflowers|wildlife|rocky","EASY|EASY|EASY|EASY",4
"Shealor Lake Trail",2.2,692,"Out & Back",65,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Froom Canyon - Irish Hills Preserve",4.1,751,"Loop",91,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|mountainbiking|trailrunning|views|waterfall|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4
"Wildcat Peak Trail via Laurel Canyon and Sylvan Trail",3.2,688,"Loop",72,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|muddy|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Castle Rock Peak",1.2,557,"Loop",80,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ediza Lake Loop Trail",20.3,3687,"Loop",25,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|backpacking|birding|hiking|naturetrips|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Big Pine Flat Trail",16.2,2522,"Point to Point",43,"EASY|EASY|EASY|EASY|PointtoPoint|PointtoPoint|PointtoPoint|dogsonleash|backpacking|birding|camping|hiking|naturetrips|offroaddriving|walking|forest|views|wildflowers|wildlife|muddy|snow","EASY|EASY|EASY|EASY",4.5
"Trippet Ranch to Eagle Springs Loop Trail",6.1,1200,"Loop",69,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Butte Trail Santa Rosa Trail",5.1,567,"Loop",113,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|horsebackriding|mountainbiking|trailrunning|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Old Pinnacles Trail to Balconies",5.1,495,"Loop",62,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|naturetrips|walking|cave|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Point Defiance Trail",2.6,498,"Loop",82,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|lake|river|views|wildflowers|wildlife|rocky","EASY|EASY|EASY|EASY",4
"Seaview Trail",5.4,1151,"Out & Back",58,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|mountainbiking|trailrunning|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Englesman, Lomng Meadow, Eucalyptus, Wilder Ridge Loop",9.6,1204,"Loop",49,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Colby Trail",1.4,508,"Out & Back",70,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|hiking|horsebackriding|mountainbiking|trailrunning|forest|views","EASY|EASY|EASY|EASY",4.5
"Otay Mountain Truck Trail to Marron Valley Road",13.8,3113,"Point to Point",83,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|dogsonleash|birding|mountainbiking|naturetrips|offroaddriving|scenicdriving|trailrunning|views","HARD|HARD|HARD|HARD",4.5
"North Rim Trail to Boccardo Trail",8.2,1587,"Loop",72,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Wildwood Canyon Trail",2.4,429,"Loop",113,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|bugs|oldgrowth|overgrown|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4
"American River",5,127,"Out & Back",70,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|wheelchairfriendly|kidfriendly|birding|fishing|hiking|horsebackriding|mountainbiking|naturetrips|paddlesports|roadbiking|scenicdriving|trailrunning|walking|beach|river|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Lake Del Valle Trail",14.2,2280,"Loop",69,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|fishing|hiking|mountainbiking|naturetrips|trailrunning|walking|lake|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Wrights Lake to Grouse Lake",3.9,1190,"Out & Back",39,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|fishing|hiking|naturetrips|walking|forest|lake|views|waterfall|wildflowers|wildlife|bugs|scramble|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Skyline Park Perimeter Loop",9.1,2273,"Loop",85,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|camping|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|bugs|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Jack London State Historic Park Trail",2.9,521,"Loop",74,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|mountainbiking|trailrunning|walking|forest|lake|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Long Lake Loop Trail",4.7,1053,"Loop",51,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Balconies Trail ",8.1,1938,"Loop",51,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|cave|views|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Cowell-Purisima Trail",7,400,"Out & Back",68,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|wheelchairfriendly|kidfriendly|birding|fishing|hiking|roadbiking|trailrunning|walking|beach|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Tony Look Trail to Coyote Ridge to Lookout Trail Loop",5,1017,"Loop",77,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|lake|views|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Blue Canyon Lake",3.2,1194,"Out & Back",40,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|walking|forest|lake|river|views|waterfall|wildflowers|wildlife|bugs|snow","HARD|HARD|HARD|HARD",4.5
"Shady Canyon Trail",7.8,574,"Out & Back",98,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|forest|views|wildflowers","EASY|EASY|EASY|EASY",4
"Upper Otay Reservoir",2.1,157,"Loop",112,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|fishing|hiking|mountainbiking|trailrunning|walking|lake|rocky","MODERATE|MODERATE|MODERATE|MODERATE",3.5
"Camp Nelson Trail",5.2,958,"Out & Back",58,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ramona Grasslands Preserve Trail",3.1,249,"Loop",85,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|trailrunning|walking","EASY|EASY|EASY|EASY",4
"Rose Canyon Trail",8.8,511,"Loop",67,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers","EASY|EASY|EASY|EASY",3.5
"San Juan Trail",19.4,3638,"Loop",52,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogfriendly|backpacking|birding|camping|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Laguna Beach and Bluffs",1.3,55,"Out & Back",38,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|trailrunning|walking|beach","EASY|EASY|EASY|EASY",4.5
"Muir Beach to Tennessee Beach Loop",8.4,1876,"Loop",57,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|beach|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",5
"South Fork Trail to Dry Lake",10.9,2283,"Loop",56,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|camping|crosscountryskiing|hiking|horsebackriding|snowshoeing|trailrunning|walking|forest|lake|river|views|wildflowers|wildlife|rocky|snow","HARD|HARD|HARD|HARD",4.5
"Dewey Point Trail",7.5,1007,"Loop",38,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|camping|crosscountryskiing|hiking|naturetrips|snowshoeing|walking|forest|views|wildflowers|wildlife|bugs|snow|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"San Jacinto Peak via Fuller Ridge Trail",13.7,3845,"Out & Back",37,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|camping|crosscountryskiing|hiking|snowshoeing|trailrunning|forest|views|wildflowers|rocky|snow","HARD|HARD|HARD|HARD",4.5
"Flanagan and Chamise Peak Trail",4.3,698,"Out & Back",107,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|mountainbiking|trailrunning|walking|forest|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Gilmore Lake",8.6,1837,"Out & Back",39,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|backpacking|camping|fishing|hiking|trailrunning|forest|lake|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ontario Ridge Trail via Sycamore Springs",4,1332,"Out & Back",81,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Florida Canyon Trail",1.8,275,"Loop",77,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|mountainbiking|trailrunning|walking|wildflowers|wildlife","EASY|EASY|EASY|EASY",3.5
"Shell Ridge: Twin Ponds Loop",7.3,1276,"Loop",83,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|muddy|overgrown","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lafayette Reservoir Loop ",3.1,170,"Loop",97,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|naturetrips|roadbiking|trailrunning|walking|views|wildflowers","EASY|EASY|EASY|EASY",4
"West Ridge Trail, Lynx, and Cholla Trails",5.3,905,"Loop",76,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|rocky|scramble|washedout|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Gaylor Lakes Trail",3.5,1210,"Out & Back",52,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|snow|historicsite|nodogs","HARD|HARD|HARD|HARD",4.5
"Granite & Hidden Lakes Trail",7.1,980,"Loop",36,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|backpacking|camping|hiking|trailrunning|forest|lake|views|wildlife|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Horn Canyon Trail",5,1919,"Out & Back",69,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Tenaja Trail",4.7,679,"Point to Point",49,"MODERATE|MODERATE|MODERATE|MODERATE|PointtoPoint|PointtoPoint|PointtoPoint|dogsonleash|birding|hiking|naturetrips|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Hot Springs Mountain Trail",9.5,2362,"Out & Back",47,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|mountainbiking|naturetrips|offroaddriving|trailrunning|walking|views|wildflowers|wildlife|bugs","HARD|HARD|HARD|HARD",4.5
"Lagoon Valley Loop",4.8,426,"Loop",84,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|lake|wildlife","EASY|EASY|EASY|EASY",4
"Lola Montez Trail",6.3,984,"Out & Back",74,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|camping|hiking|naturetrips|walking|forest|lake|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4
"New Almaden Trail",13.5,2043,"Loop",56,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildlife","HARD|HARD|HARD|HARD",4.5
"Shell Ridge - Borgess Ranch Loop",4.7,685,"Loop",75,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Newport Beach Back Bay Trail",10.1,393,"Loop",72,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|roadbiking|trailrunning|walking|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Mountain Home Inn to Mount Tam East Peak",3.9,1564,"Out & Back",50,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|rockclimbing|trailrunning|walking|views|nodogs","HARD|HARD|HARD|HARD",4.5
" San Clemente State Beach ",4.5,55,"Out & Back",71,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|surfing|trailrunning|walking|beach|views","EASY|EASY|EASY|EASY",4.5
"Barbara's Lake Loop Trail",2.8,334,"Loop",68,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|lake|views|wildflowers|nodogs","EASY|EASY|EASY|EASY",4
"Crissy Field and the Palace of Fine Arts",3.3,16,"Loop",56,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|roadbiking|trailrunning|walking|beach|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"North Lykken Trail",3.5,1748,"Out & Back",90,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Golden Canyon and Gower Gulch Loop via Zabriskie Point",5.8,1092,"Loop",55,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|mountainbiking|naturetrips|trailrunning|walking|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"George Lake Trail",8.9,1984,"Out & Back",39,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|fishing|hiking|horsebackriding|naturetrips|trailrunning|walking|beach|forest|lake|views|wildflowers","HARD|HARD|HARD|HARD",5
"Willow Creek Jeep Trail",6.3,948,"Out & Back",44,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|offroaddriving|forest|river|views|nodogs","EASY|EASY|EASY|EASY",4.5
"Limantour Beach Trail",5.3,72,"Out & Back",41,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|naturetrips|surfing|walking|beach|views|historicsite","EASY|EASY|EASY|EASY",4.5
"Rose Bowl Loop Trail",3.1,118,"Loop",76,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|views","EASY|EASY|EASY|EASY",4
"Limestone Canyon and Loma Ridge Loop",10.5,1200,"Loop",31,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4
"Murphy Ranch Trail ",1.7,337,"Loop",82,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|walking|views|wildflowers|wildlife|rocky","EASY|EASY|EASY|EASY",4
"Sardine Lakes",1.8,246,"Loop",27,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|fishing|hiking|mountainbiking|naturetrips|offroaddriving|paddlesports|snowshoeing|beach|forest|lake|river|views|waterfall|wildflowers|rocky","EASY|EASY|EASY|EASY",4.5
"Lafayette Ridge Trail",6.2,1138,"Out & Back",76,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Methuselah National Recreation Loop Trail",3.7,826,"Loop",58,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Dunsmore Canyon and Le Mesanger Loop Trails",3.4,1036,"Loop",94,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|backpacking|birding|hiking|naturetrips|walking|views|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Fiesta Island Trail",4.1,32,"Loop",84,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|hiking|roadbiking|trailrunning|walking|beach","EASY|EASY|EASY|EASY",4
"Pacific Crest Trail",2650,429832,"Point to Point",18,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|backpacking|camping|hiking|walking|forest|lake|river|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Mother Miguel Mountain via Sweetwater Park",10.8,2362,"Out & Back",63,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|horsebackriding|naturetrips|walking|lake|views|wildflowers|rocky|scramble","MODERATE|MODERATE|MODERATE|MODERATE",4
"Lundy Canyon Trail",5.5,2122,"Out & Back",65,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|naturetrips|walking|lake|river|views|waterfall|wildflowers|wildlife|rocky|scramble|washedout","HARD|HARD|HARD|HARD",4.5
"Hopalong Cassidy Trail",7.4,1725,"Loop",46,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|oldgrowth|rocky|scramble|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lower Doane and Weir Trail Loop and Doane Pond",2.7,288,"Loop",61,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|hiking|naturetrips|trailrunning|walking|forest|lake|river|wildflowers|nodogs","EASY|EASY|EASY|EASY",4.5
"Granite Chief Trail",6.5,1965,"Out & Back",56,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|snowshoeing|forest|lake|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Grabtown Gulch to Purisima Creek Loop",5.3,1279,"Loop",69,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|walking|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Los Pinos Peak [CLOSED]",5.1,1328,"Out & Back",64,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|mountainbiking|trailrunning|walking|forest|views|wildflowers|closed","HARD|HARD|HARD|HARD",4.5
"Highway 1 to Cone Peak",22,6584,"Out & Back",39,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|hiking|naturetrips|walking|forest|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Rocky Ridge Road, Shady Red, Purple Trail, and Burton Creek",6.1,610,"Loop",69,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|backpacking|birding|crosscountryskiing|hiking|horsebackriding|mountainbiking|naturetrips|skiing|snowshoeing|trailrunning|walking|forest|views|wildflowers|wildlife|snow|nodogs","EASY|EASY|EASY|EASY",4
"French Trail via Redwood Gate",7.3,1220,"Loop",53,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|hiking|naturetrips|trailrunning|walking|forest|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Sycamore Creek Trail",4.9,85,"Loop",89,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|mountainbiking|trailrunning|walking|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Lodi Lake Nature Trail",1.8,6,"Loop",102,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|wheelchairfriendly|kidfriendly|fishing|hiking|paddlesports|trailrunning|walking|forest|lake|views|wildflowers|wildlife|muddy|nodogs","EASY|EASY|EASY|EASY",4
"Sulphur Mountain Road Trail",10.4,2477,"Point to Point",79,"MODERATE|MODERATE|MODERATE|MODERATE|PointtoPoint|PointtoPoint|PointtoPoint|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
